ID,Item Type,Unavailable?,Status(es),Additional Image,Attachment,Categories,Condition,Daily Late Fee,Description,Image,Keywords,Name,Price to Purchase,Purchased?,Replacement Cost,Serial Number,Source / Supplier
1302,Tools,,,,,,4,$1.00,,/files/images/attribute_image4078820896486585604.jpg;/files/images/attribute_image4078820896486585604.jpg;/files/images/attribute_thumbnail5013538858165132452.jpg,combo wrench,"1/2"" and 7/16"" combo wrench",,,,,
1303,Tools,,,,,,4,$1.00,,/files/images/attribute_image5432446128506113697.jpg;/files/images/attribute_image5432446128506113697.jpg;/files/images/attribute_thumbnail614099777317159162.jpg,combo wrench,"1/2"" combo wrench",,,,,
1304,Tools,,,,,,5,$1,,,combo wrench,"1/2"" combo wrench",,,,,
1305,Tools,,,,,,4,$1,,,combo wrench,"5/8"" combo wrench",,,,,
1306,Tools,,,,,,3,$1,,,combo wrench,"9/16"" combo wrench",,,,,
1307,Tools,,,,,,3,$1,,,combo wrench,"9/16"" combo wrench",,,,,
1308,Tools,,,,,,4,$1,,,combo wrench,"9/16"" combo wrench",,,,,
1309,Tools,,,,,,5,$1,,,combo wrench,"9/16"" combo wrench",,,,,
1310,Tools,,,,,,4,$1.00,,/files/images/attribute_image6182683940145759251.jpg;/files/images/attribute_image6182683940145759251.jpg;/files/images/attribute_thumbnail2723078698592709274.jpg,combo wrench,"9/16"" combo wrench",,,,,
1311,Tools,,,,,,5,$1.00,,/files/images/attribute_image6244872146489185998.jpg;/files/images/attribute_image6244872146489185998.jpg;/files/images/attribute_thumbnail8613132803897035303.jpg,combo wrench,"5/8"" combo wrench",,,,,
1312,Tools,,,,,,3,$1.00,,/files/images/attribute_image2458843786096281583.jpg;/files/images/attribute_image2458843786096281583.jpg;/files/images/attribute_thumbnail3507761218648271144.jpg,combo wrench,"3/4"" and 5/8"" combo wrench",,,,,
1313,Tools,,,,,,3,$1.00,,/files/images/attribute_image1736862155959565654.jpg;/files/images/attribute_image1736862155959565654.jpg;/files/images/attribute_thumbnail1526124623515423797.jpg,combo wrench,"5/8"" combo wrench",,,,,
1314,Tools,,,,,,4,$1.00,,/files/images/attribute_image755526424463362484.jpg;/files/images/attribute_image755526424463362484.jpg;/files/images/attribute_thumbnail5196664100041109355.jpg,combo wrench,"7/8"" and 3/4"" combo wrench",,,,,
1315,Tools,,,,,,3,$1.00,,/files/images/attribute_image3392271697993639851.jpg;/files/images/attribute_image3392271697993639851.jpg;/files/images/attribute_thumbnail2615741324235355010.jpg,combo wrench,"3/4"" combo wrench",,,,,
1316,Tools,,,,,,4,$1,,,combo wrench,"3/4"" combo wrench",,,,,
1317,Tools,,,,,,4,$1.00,,/files/images/attribute_image4797683138841180774.jpg;/files/images/attribute_image4797683138841180774.jpg;/files/images/attribute_thumbnail6729985922966620185.jpg,"combo wrench, wrench","3/4"" combo wrench",,,,,
1318,Tools,,,,,82,5,$1.00,,/files/images/attribute_image5103647984047047911.jpg;/files/images/attribute_image5103647984047047911.jpg;/files/images/attribute_thumbnail611308688306021708.jpg,box wrench,"15/16"" and 1"" box wrench",,,,,
1319,Tools,,,,,82,3,$1.00,,/files/images/attribute_image5153049958211326394.jpg;/files/images/attribute_image5153049958211326394.jpg;/files/images/attribute_thumbnail3512452266613761797.jpg,combo wrench,"15/16"" combo wrench",,,,,
1320,Belt Sander,,,,,"83,88",5,$1.00,The Black and Decker 3 in. x 21 in. Dragster Belt Sander features a low-profile design that extends the reach of the belt and delivers great contact with the surface being sanded. The retractable locking hood exposes the top of the sanding belt for versatility and use in a variety of applications. The heavy-duty 7-Amp motor can generate a belt speed of 800 ft. per minute for powerful sanding. The sander's front wheel sits low to sand close to the edges of adjoining surfaces.,/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,"sander, belt sander, sanding",Dragster 3in. x 21in. Belt Sander,,Y,,,Home Depot
1321,Sanders & Planers,,,,,"83,88",5,$1.00,"The Ryobi 5 Amp 3-1/4 in. Corded Hand Planer can power through the toughest jobs. Features include a kickstand which allows you to set the planer down on a workpiece or table area without damaging the workpiece or the blades, an edge guide which allows you to plane edges and make rabbet cuts and a dust bag that attaches to the planer and helps keep your work area free of dust and debris.",/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,"planer, hand planer",Hand Planer,,Y,,,Home Depot
1322,Levels,,,,,"83,85,88",5,$1.00,"9"" Handheld level",/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"level, measuring","9"" Level",,Y,,,Home Depot
1323,Measuring,,,/files/images/attribute_image_attachment5359254586409864285.jpg,,90,5,$1.00,Wheel calibrated to counter &mdash; accurate for estimated measurements,/files/images/attribute_image2679519495693470116.jpg;/files/images/attribute_image2679519495693470116.jpg;/files/images/attribute_thumbnail9099497807717892826.jpg,"measuring, wheel, measuring wheel, lufkin, trundle",Compact Measuring Wheel,,Y,,,Home Depot
1324,Staple Gun,,,,,"83,84,85,88",4,$1.00,Black and grey hand stapler.,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"stapler, staple gun, powershot",PowerShot Hand Stapler,,,,,
1325,Cordless Drills,,,,,"83,85,88",5,$1.00,The drill features a 24 position clutch and 2-speed gear box to match your drilling and driving needs,/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,"drill, cordless drill, ryobi",Ryobi 18V Cordless Drill,,Y,,,Home Depot
1326,Stud finder,,,,,"83,85,88",5,$1.00,Deep scanning stud finder with WireWarning Detection,/files/images/attribute_image6952987538441538081.jpg;/files/images/attribute_image6952987538441538081.jpg;/files/images/attribute_thumbnail7640185272602518407.jpg,"stud, stud finder, edge finder",Zircon StudSensor,,Y,,,Home Depot
1327,Compressors,,,,,"83,85,88",53,$1.00,<span>The Husky 4-Gal. portable electric air compressor can help you tackle a long list of do-it-yourself projects. The air compressor features a powerful 1.5 HP engine and maintenance-free pump. The twin-stack tank configuration on the air compressor can run multiple tools at once. The air compressor is easy to transport thanks to its telescopic handle and wheels.</span>,/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,"compressor, husky, air compressor",Husky Air Compressor,,Y,,,Home Depot
1328,Chainsaw,,,,,90,52,$1.00,"<span>The One+ cordless Chainsaw features a 10 in. Bar and Chain and a lightweight design to help you get those dead and unsightly branches out of the way in no time. Best of all this Chainsaw will work with any Ryobi One+ batteries you already own, Ni-Cad or Lithium-ion (battery not included.) Work smarter with the Ryobi One+ cordless system.</span>",/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,"chainsaw, saw, electric chainsaw","Ryobi 10"" Cordless Electric Chainsaw",,Y,,,Home Depot
1329,Hoes,,,,,90,51,$1.00,Wood-handled double hoe,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"hoe, double hoe, tine cultivator",Double Hoe,,,,,
1330,Hoes,,,,,90,3,$1.00,Red-headed double hoe,/files/images/attribute_image7636185370025276677.jpg;/files/images/attribute_image7636185370025276677.jpg;/files/images/attribute_thumbnail661751976219959107.jpg,"double hoe, hoe, tine cultivator",Double Hoe,,,,,
1331,Sledgehammer,,,,,88,3,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"hammer, sledgehammer",Sledgehammer,,,,,
1332,Sledgehammer,,,,,88,3,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"hammer, sledgehammer",Sledgehammer,,,,,
1333,Post Hole Digger,,,,,90,3,$1.00,,/files/images/attribute_image921394903369896662.jpg;/files/images/attribute_image921394903369896662.jpg;/files/images/attribute_thumbnail6178069140106139727.jpg,"digger, post hole digger",True Temper Post Hole Digger,,,,,
1334,Push Brooms,,,,,85,52,$1.00,,/files/images/attribute_image2371324625355021024.jpg;/files/images/attribute_image2371324625355021024.jpg;/files/images/attribute_thumbnail8606486822502499698.jpg,"broom, push broom",Quickie Push Broom,,,,,
1335,Hoes,,,,,90,4,$1.00,,/files/images/attribute_image7161763686687150739.jpg;/files/images/attribute_image7161763686687150739.jpg;/files/images/attribute_thumbnail3963722700283986971.jpg,hoe,Cavex Basix Hoe,,,,,
1336,Pickaxes,,,,,90,4,$1.00,Yellow-handled piackaxe,/files/images/attribute_image6609587234312463495.jpg;/files/images/attribute_image6609587234312463495.jpg;/files/images/attribute_thumbnail8147359623862065588.jpg,"pickaxe, mattox",Pickaxe,,,,,
1337,Push Brooms,,,,,85,4,$1.00,,/files/images/attribute_image3684780586029365459.jpg;/files/images/attribute_image3684780586029365459.jpg;/files/images/attribute_thumbnail3646710837954885310.jpg,"broom, push broom",Quickie Pushroom,,,,,
1338,Square Shovel,,,,,90,5,$1.00,Red-handled square shovel,/files/images/attribute_image6428087472269448850.jpg;/files/images/attribute_image6428087472269448850.jpg;/files/images/attribute_thumbnail6010234999909441935.jpg,"shovel, square shovel",Square Shovel,,,,,
1339,Loppers,,,,,90,4,$1.00,"1.5"" cutting capacity",/files/images/attribute_image6333143068638142937.jpg;/files/images/attribute_image6333143068638142937.jpg;/files/images/attribute_thumbnail1710734456999952368.jpg,"loppers, pruners","Fiskars 28"" Bypass Loppers",,,,,
1340,Post Hole Digger,,,,,90,4,$1.00,,/files/images/attribute_image46022497316204781.jpg;/files/images/attribute_image46022497316204781.jpg;/files/images/attribute_thumbnail7340797267695808330.jpg,"post hole digger, digger",Post Hole Digger,,,,,
1341,Hoes,,,,,90,53,$1.00,,/files/images/attribute_image470106296403331109.jpg;/files/images/attribute_image470106296403331109.jpg;/files/images/attribute_thumbnail651672662814956119.jpg,hoe,Workforce Hoe,,,,,
1342,Coping Saw,,,,,"83,85",4,$1.00,,/files/images/attribute_image2470305935828363643.jpg;/files/images/attribute_image2470305935828363643.jpg;/files/images/attribute_thumbnail2354000072607187663.jpg,,Coping Saw,,,,,
1343,Hoes,,,,,90,52,$1.00,,/files/images/attribute_image3010536555046403258.jpg;/files/images/attribute_image3010536555046403258.jpg;/files/images/attribute_thumbnail2109228266411260003.jpg,"double hoe, hoe",Double Hoe,,,,,
1344,Square Shovel,,,,,90,52,$1.00,,/files/images/attribute_image5245427146722269825.jpg;/files/images/attribute_image5245427146722269825.jpg;/files/images/attribute_thumbnail3448211704829350362.jpg,Shovel,Ames Shovel,,,,,
1345,Square Shovel,,,,,90,3,$1.00,,/files/images/attribute_image5426872804916656234.jpg;/files/images/attribute_image5426872804916656234.jpg;/files/images/attribute_thumbnail6504789373099149738.jpg,Shovel,Shovel,,,,,
1346,Cultivators,,,,,90,4,$1.00,Yellow hand cultivator,/files/images/attribute_image2134770295187540723.jpg;/files/images/attribute_image2134770295187540723.jpg;/files/images/attribute_thumbnail4745973983345863889.jpg,"cultivator, hand cultivator",HoundDog Hand Cultivator,,,,,
1347,Scrapers,,,,,88,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"Shingel Scraper, Roof, Roofing",Shingel Scraper,,,,,
1348,Post Hole Digger,,,,,90,4,$1.00,,/files/images/attribute_image5564481488326987886.jpg;/files/images/attribute_image5564481488326987886.jpg;/files/images/attribute_thumbnail4724957610226657811.jpg,"post hole digger, digger, post hole",Ames Post Hole Digger,,,,,
1349,Pitchfork,,,,,90,3,$1.00,,/files/images/attribute_image7517960701255158063.jpg;/files/images/attribute_image7517960701255158063.jpg;/files/images/attribute_thumbnail4394817971911796173.jpg,Pitchfork,Pitchfork,,,,,
1350,Hoes,,,,,90,5,$1.00,Red-headed miniature hoe,/files/images/attribute_image7112108647292877814.jpg;/files/images/attribute_image7112108647292877814.jpg;/files/images/attribute_thumbnail4697341440284350547.jpg,hoe,Hoe,,,,,
1351,Square Shovel,,,,,"85,90",2,$1.00,,/files/images/attribute_image1823051453385801265.jpg;/files/images/attribute_image1823051453385801265.jpg;/files/images/attribute_thumbnail9008337481664903875.jpg,"Snow, Shovel",Show Shovel,,,,,
1352,Metal Garden Rake,,,,,90,5,$1.00,,/files/images/attribute_image5766767752967313607.jpg;/files/images/attribute_image5766767752967313607.jpg;/files/images/attribute_thumbnail2357462949689745747.jpg,"rake, garden rake",Workforce Rake,,,,,
1353,Square Shovel,,,,,90,3,$1.00,,/files/images/attribute_image3261641594626589793.jpg;/files/images/attribute_image3261641594626589793.jpg;/files/images/attribute_thumbnail2398228834871410253.jpg,"shovel, square shovel",Square Shovel,,,,,
1354,Metal Garden Rake,,,,,90,5,$1.00,,/files/images/attribute_image3061240327944167876.jpg;/files/images/attribute_image3061240327944167876.jpg;/files/images/attribute_thumbnail916258006992061654.jpg,"rake, metal rake, garden rake",Cavex Workforce Rake,,,,,
1355,Square Shovel,,,,,,3,$1.00,,/files/images/attribute_image5699427161560309923.jpg;/files/images/attribute_image5699427161560309923.jpg;/files/images/attribute_thumbnail1219529249423993508.jpg,"shovel, square shovel",Square Shovel,,,,,
1356,Scrapers,,,,,85,4,$1.00,,/files/images/attribute_image5766183851185409670.jpg;/files/images/attribute_image5766183851185409670.jpg;/files/images/attribute_thumbnail6826287985130683813.jpg,"Shingel Scraper, Roof, Roofing",Shingel Scraper,,,,,
1357,Hoes,,,,,90,3,$1.00,,/files/images/attribute_image2179820182049104481.jpg;/files/images/attribute_image2179820182049104481.jpg;/files/images/attribute_thumbnail6255618610425349335.jpg,Hoe,Hoe,,,,,
1358,Sledgehammer,,,,,90,3,$1.00,10x10,/files/images/attribute_image2241455159828518324.jpg;/files/images/attribute_image2241455159828518324.jpg;/files/images/attribute_thumbnail2870266540523949640.jpg,tamper,Tamper,,,,,
1359,Wedge,,,,,83,2,$1.00,,/files/images/attribute_image1659037011240168478.jpg;/files/images/attribute_image1659037011240168478.jpg;/files/images/attribute_thumbnail8337373785494485528.jpg,"axe, wedge axe",Wedge Axe,,,,,
1360,Metal Garden Rake,,,,,90,5,$1.00,,/files/images/attribute_image9067408049402219025.jpg;/files/images/attribute_image9067408049402219025.jpg;/files/images/attribute_thumbnail5934515477935028230.jpg,"rake, metal rake, garden rake",Cavex Workforce Rake,,,,,
1361,Wedge,,,,,83,50,$1.00,,/files/images/attribute_image4120445927069268625.jpg;/files/images/attribute_image4120445927069268625.jpg;/files/images/attribute_thumbnail4491845732240028225.jpg,"axe, wedge axe",Wedge Axe,,,,,
1362,Pickaxes,,,,,90,3,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"axe, pickaxe",Pickaxe,,,,,
1363,Metal Garden Rake,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"rake, metal rake, garden rake",Cavex Workforce Rake,,,,,
1364,Pickaxes,,,,,90,2,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"axe, pickaxe",Pickaxe,,,,,
1365,Square Shovel,,,,,90,3,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"shovel, square shovel",Square Shovel,,,,,
1366,Loppers,,,,,90,2,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"pruner, lopper, hedges",Pruner,,,,,
1367,Misc,,,,,"85,87",4,$1.00,Outdoor use,/files/images/attribute_image5694980407726355863.jpg;/files/images/attribute_image5694980407726355863.jpg;/files/images/attribute_thumbnail1645964249695183804.jpg,"plumber, outdoor plumber,",Plunger,,,,,
1368,Metal Garden Rake,,,,,90,5,$1.00,14 tine forged steel teeth for heavier use.,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"rake, metal rake, garden rake",UnionTools Bow Rake,,,,,
1369,Scrapers,,,,,85,3,$1.00,,/files/images/attribute_image7911551189050560229.jpg;/files/images/attribute_image7911551189050560229.jpg;/files/images/attribute_thumbnail7168473269829127973.jpg,"scraper, shingel scraper",Shingel Scraper,,,,,
1370,Pickaxes,,,,,90,3,$1.00,Orange head,/files/images/attribute_image7368551556750955394.jpg;/files/images/attribute_image7368551556750955394.jpg;/files/images/attribute_thumbnail5302296126402862386.jpg,"axe, pickaxe",Pickaxe,,,,,
1371,Metal Garden Rake,,,,,90,5,$1.00,Red-handled metal tine rake,/files/images/attribute_image8594717961919456958.jpg;/files/images/attribute_image8594717961919456958.jpg;/files/images/attribute_thumbnail7339414491651495442.jpg,"rake, metal rake, garden rake",Cavex Workforce Rake,,,,,
1372,Metal Garden Rake,,,,,90,4,$1.00,,/files/images/attribute_image2265134188819087412.jpg;/files/images/attribute_image2265134188819087412.jpg;/files/images/attribute_thumbnail3838675970750915431.jpg,"rake, metal rake, garden rake",Cavex Workforce Rake,,,,,
1373,Metal Garden Rake,,,,,90,4,$1.00,,/files/images/attribute_image8086259823561490578.jpg;/files/images/attribute_image8086259823561490578.jpg;/files/images/attribute_thumbnail3189561646963926650.jpg,"rake, metal rake, garden rake",Professionals Choice Metal Bow Rake,,,,,
1374,Pickaxes,,,,,90,52,$1.00,Fiberglass and steel mattox. Great for breaking up soil.,/files/images/attribute_image8584983872317658409.jpg;/files/images/attribute_image8584983872317658409.jpg;/files/images/attribute_thumbnail6171414057820272996.jpg,"mattox, pickaxe",Mattock,,,,,
1375,Planters Shovel,,,,,90,4,$1.00,Wood-handled steel digging shovel,/files/images/attribute_image9015817964317455879.jpg;/files/images/attribute_image9015817964317455879.jpg;/files/images/attribute_thumbnail127429877119042867.jpg,"Shovel, square shovel, digging, planting shovel",Gardeners Shovel,,,,,
1376,Misc,,,,,"85,88",3,$1.00,"A large magnet on a wooden handle. Helpful for picking up nails, screws, and staples on a work site.",/files/images/attribute_image1826140657502573162.jpg;/files/images/attribute_image1826140657502573162.jpg;/files/images/attribute_thumbnail2055260941797144248.jpg,magnet,Stick Magnet,,,,,
1377,Staple Gun,,,,,"83,85,88",5,$1.00,Corded electric staple gun,/files/images/attribute_image1877453591273600311.jpg;/files/images/attribute_image1877453591273600311.jpg;/files/images/attribute_thumbnail316907431310360029.jpg,"Staple gun, nail gun, gun, corded, electric",Electric Staple Gun Tacker,,,,,
1378,Metal Garden Rake,,,,,90,2,$1.00,Wooden handle and steel tines,/files/images/attribute_image7289164938052196880.jpg;/files/images/attribute_image7289164938052196880.jpg;/files/images/attribute_thumbnail6175324208335813804.jpg,"garden rake, metal, wood handle, bow rake, tine rake",Metal Garden Rake,,,,,
1379,Misc,,,,,85,5,$1.00,Ad tech hi temp glue gun. 40W,/files/images/attribute_image7164247362407597298.jpg;/files/images/attribute_image7164247362407597298.jpg;/files/images/attribute_thumbnail3287897360747019768.jpg,"glue, glue gun",High Temp Glue Gun,,,,,
1380,Pruner,,,,,90,4,$1.00,,/files/images/attribute_image6926750958630901584.jpg;/files/images/attribute_image6926750958630901584.jpg;/files/images/attribute_thumbnail4051493347553375552.jpg,"pruner, hedge trimmer",Hand pruner,,,,,
1381,Cultivators,,,/files/images/attribute_image_attachment1572220066547121040.jpg,,90,4,$1.00,Garden cultivator with 6 interlocking ninja star wheels. Are they really ninja stars? Who knows...,/files/images/attribute_image5321336423050104698.jpg;/files/images/attribute_image5321336423050104698.jpg;/files/images/attribute_thumbnail7744951651399363983.jpg,"Cultivator, break soil, ninja stars",Cultivator,,,,,
1382,Bow Saws,,,,,"83,85,88",5,$1.00,,/files/images/attribute_image6123693289815289902.jpg;/files/images/attribute_image6123693289815289902.jpg;/files/images/attribute_thumbnail9161388539773780715.jpg,"saw, bow saw","21"" Bow Saw",,,,,
1383,Trowel,,,,,90,4,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"trowel, hand shovel",Hand Trowel,,,,,
1384,Trowel,,,,,90,4,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"trowel, hand shovel",Hand Trowel,,,,,
1385,Trowel,,,,,90,4,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"trowel, hand shovel",Hand Trowel,,,,,
1386,Hand Tools,,,,,,,$1.00,Fliptop roller with stand,/files/images/attribute_image2978209101243601392.jpg;/files/images/attribute_image2978209101243601392.jpg;/files/images/attribute_thumbnail628586282958940192.jpg,"wood roller, fliptop, fliptop roller, roller",Fliptop Wood Roller w/ Stand,,,,,
1387,Loppers,,,,,90,2,$1.00,Alumninum-handled loppers designed to cut grass and weeds while standing.,/files/images/attribute_image6246048949983075923.jpg;/files/images/attribute_image6246048949983075923.jpg;/files/images/attribute_thumbnail8475696120933478476.jpg,"Lopper, standing lopper, grass cut, standing",Standing Lopper,,,,,
1388,Scrapers,,,,,85,4,$1.00,"Short 24"" shingle scraper",/files/images/attribute_image4326636501041528746.jpg;/files/images/attribute_image4326636501041528746.jpg;/files/images/attribute_thumbnail5822629754165450336.jpg,"shingle, shingle shovel, shingle scraper",Shingle Scraper,,,,,
1389,Caulk Guns,,,,,"85,88",3,$1.00,Blue caulking gun,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,caulk gun,Caulking Gun,,,,,
1390,Wooden Leaf Rake,,,,,90,3,$1.00,"Plastic head, wood-handled leaf rake",/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,rake,Leaf Rake,,,,,
1391,"Brakes, Housing & Cable Tools",,,,,82,5,$1.00,"<h2 class=""pfTabBoby"">This Pedro's cable puller applies the desired amount of tension on cables while tightening pinch bolts.</h2>
 
 <ul>
 
 <li>Locking lever holds the cable tight, freeing both your hands to perform other operations</li>
 
 <li>Coated handles minimize slipping and increase comfort</li>
 
 </ul>",/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"bike, cable puller",Cable Puller,,,,,
1392,"Brakes, Housing & Cable Tools",,,,,82,5,$1.00,"<h2 class=""pfTabBoby"">This Pedro's precision-ground heat-treated steel tool cuts cable, housing and wire quickly and easily.</h2>
 
 <ul>
 
 <li>Thumb-lock closure is easy to open yet protects cutter when closed</li>
 
 <li>Comfortable, cushioned handles</li>
 
 <li>Guaranteed to last a lifetime</li>
 
 </ul>",/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"bike, cable cutter, housing cutter",Cable Cutter,,,,,
1393,Bike Tools,,,,,82,5,$1.00,"<h2 class=""pfTabBoby"">This lightweight, compact Park chain tool is built to travel! Fits into any pocket or bike bag, yet performs like a shop-quality instrument.</h2>
 
 <ul>
 
 <li>Features a fine thread, special ""V""-shaped handle for light weight, and a super strong, replaceable pin to make chain removal easy</li>
 
 <li>Works on any chain, including Hyperglide</li>
 
 <li>Has a built-in shelf for loosening tight links</li>
 
 </ul>",/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"bike, chain tool, chain breaker",Compact Chain Tool,,,,,
1394,Bike Tools,,,,,82,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"bike, freewheel remover",Freewheel Remover,,,,,
1395,Tape Measures,,,,,"83,85,90",4,$1.00,100 ft measuring tape,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"Measuring Tape, Tape, Ruler",Stanley 100 ft Measuring Tape,,,,,
1396,Cordless Trimmers,,,,,"89,90",4,$1.00,"<span>The Black &amp; Decker22 in. 18-Volt NiCad Cordless Hedge Trimmer features 22 in. reciprocating, dual-action cutting blades. This cordless hedge trimmer can cut material as wide as 3/4 in. thick, with 40% less vibration. The NHT2218 cordless hedge trimmer is ideal for trimming hedges, shrubs and bushes without the limitations of extension cords.</span>",/files/images/attribute_image8828645720718894550.jpg;/files/images/attribute_image8828645720718894550.jpg;/files/images/attribute_thumbnail7160371702949285250.jpg,"Hedge Trimmer, Cordless, Trimmer",Black and Decker Cordless Hedge Trimmer,,,,,
1397,Soldering Iron,,,,,"84,86,87",4,$1.00,<span>Weller D550 Professional Heavy Duty Dual-Heat Soldering Gun produces 240 or 325 watts and features a pistol grip design. The fingertip trigger selects high or low output and is ready to use in 6 seconds.</span>,/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,"Soldering Gun, Wood Burner, Solder",Weller 240/425 Watts Soldering Gun,,,,,Donated
1398,Power Tools,,,,,"85,87",3,$1.00,"120 Volt, 60 HZ, single phase, 5.0 A",/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,"pump, submersible pump",Submersible Portable Utility Pump,,,,,
1399,Cordless Circular Saw,,,,,"83,85,88,89",4,$1.00,5-12 inch 12v cordless circular saw,/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,"saw, circular saw, cordless",Ryobi 5 1/2 in. Cordless Circular Saw,,Y,,,Donation
1400,Routers,,,,,"83,88",4,$1.00,"<span>The Ryobi 1.5 HP Corded Router has a powerful 8.5-Amp ball-bearing motor that provides long-lasting high performance. The durable base is constructed of die-cast aluminum to provide accuracy and stability, while the ergonomic handles offer comfortable use. A micro-adjustment knob has a zero reset for accurate depth adjustment.</span>",/files/images/attribute_image3579760509603054573.jpg;/files/images/attribute_image3579760509603054573.jpg;/files/images/attribute_thumbnail4957313337002775939.jpg,router,Ryobi Fixed Base Router,,,,,
