address,condition,occupancy,comments,Occupied
"53 William Price Parkway, Buffalo, NY",1,1,,1
"131 William Price Parkway, Buffalo, NY",1,1,,1
"554 Shirley Ave, Buffalo, NY",1,1,,1
"499 Shirley Ave, Buffalo, NY",3,1,,1
"501 Shirley Ave, Buffalo, NY",1,1,,1
"253 Winspear Ave, Buffalo, NY",1,1,,1
"257 Winspear Ave, Buffalo, NY",2,1,,1
"269 Winspear Ave, Buffalo, NY",2,1,,1
"323 Highgate Ave, Buffalo, NY",3,1,,1
"343 Highgate Ave, Buffalo, NY",2,1,,1
"359 Highgate Ave, Buffalo, NY",2,2,,0
"94 Berkshire Ave, Buffalo, NY",1,1,,1
"118 Berkshire Ave, Buffalo, NY",2,1,,1
"202 Berkshire Ave, Buffalo, NY",2,1,,1
"494 Dartmouth Ave, Buffalo, NY",1,1,,1
"216 Berkshire Ave, Buffalo, NY",2,1,,1
"123 Berkshire Ave, Buffalo, NY",2,1,,1
"125 Berkshire Ave, Buffalo, NY",2,1,,1
"516 Dartmouth Ave, Buffalo, NY",1,1,,1
"153 Berkshire Ave, Buffalo, NY",1,1,,1
"171 Berkshire Ave, Buffalo, NY",2,1,,1
"175 Berkshire Ave, Buffalo, NY",1,1,,1
"532 Dartmouth Ave, Buffalo, NY",2,2,,0
"462 E Amherst Street, Buffalo, NY",2,1,,1
"486 E Amherst Street, Buffalo, NY",1,1,,1
"504 E Amherst Street, Buffalo, NY",1,1,,1
"547 Dartmouth Ave, Buffalo, NY",1,1,,1
"592 Eggert Rd, Buffalo, NY",1,1,,1
"299 Winspear Ave, Buffalo, NY",1,1,,1
"303 Winspear Ave, Buffalo, NY",2,1,,1
"292 Highgate Ave, Buffalo, NY",1,1,,1
"300 Highgate Ave, Buffalo, NY",2,1,,1
"308 Highgate Ave, Buffalo, NY",2,1,,1
"348 Highgate Ave, Buffalo, NY",2,1,,1
"289 Highgate Ave, Buffalo, NY",1,1,,1
"301 Highgate Ave, Buffalo, NY",2,1,,1
"305 Highgate Ave, Buffalo, NY",1,1,,1
"355 Highgate Ave, Buffalo, NY",1,1,,1
"186 Berkshire Ave, Buffalo, NY",2,1,,1
"484 Dartmouth Ave, Buffalo, NY",1,1,,1
"198 Berkshire Ave, Buffalo, NY",1,1,,1
"496 Dartmouth Ave, Buffalo, NY",2,1,,1
"502 Dartmouth Ave, Buffalo, NY",1,1,,1
"220 Berkshire Ave, Buffalo, NY",2,1,,1
"483 Dartmouth Ave, Buffalo, NY",1,1,,1
"600 Eggert Rd, Buffalo, NY",2,1,,1
"580 Eggert Rd, Buffalo, NY",1,1,,1
"314 Lisbon Ave., Buffalo, NY",2,1,,1
"346 Lisbon Ave., Buffalo, NY",1,1,,1
"307 Lisbon Ave, Buffalo, NY",1,1,,1
"319 Lisbon Ave, Buffalo, NY",1,1,,1
"323 Lisbon Ave, Buffalo, NY",1,1,,1
"351 Lisbon Ave, Buffalo, NY",1,1,,1
"394 Minnesota Ave, Buffalo, NY",1,1,,1
"394 Lasalle Ave, Buffalo, NY",2,1,,1
"396 Lasalle Ave, Buffalo, NY",2,2,,0
"420 Lasalle Ave, Buffalo, NY",2,1,,1
"432 Lasalle Ave, Buffalo, NY",1,1,,1
"377 Lasalle Ave, Buffalo, NY",2,1,,1
"397 Lasalle Ave, Buffalo, NY",1,1,,1
"204 Shirley Ave, Buffalo, NY",1,1,,1
"236 Shirley Ave, Buffalo, NY",1,3,,1
"211 Shirley Ave, Buffalo, NY",2,1,,1
"221 Shirley Ave, Buffalo, NY",2,1,,1
"237 Shirley Ave, Buffalo, NY",2,1,,1
"259 Shirley Ave, Buffalo, NY",1,1,,1
"244 Stockbridge Ave Buffalo, NY",3,1,,1
"594 Lasalle Ave, Buffalo, NY",3,2,,0
"602 Lasalle Ave, Buffalo, NY",1,1,,1
"262 Stockbridge Ave Buffalo, NY",2,1,,1
"282 Stockbridge Ave Buffalo, NY",2,1,,1
"626 Lasalle Ave, Buffalo, NY",3,1,,1
"456 Dartmouth Ave, Buffalo, NY",3,1,,1
"462 Dartmouth Ave, Buffalo, NY",2,1,,1
"387 Dartmouth Ave, Buffalo, NY",4,3,Lot written on data sheet,1
"644 Lasalle Ave, Buffalo, NY",2,1,,1
"393 Dartmouth Ave, Buffalo, NY",1,1,,1
"289 Stockbridge Ave Buffalo, NY",3,1,,1
"429 Dartmouth Ave, Buffalo, NY",2,1,,1
"668 Lasalle Ave, Buffalo, NY",1,1,,1
"443 Dartmouth Ave, Buffalo, NY",1,1,,1
"447 Dartmouth Ave, Buffalo, NY",1,1,,1
"262 Berkshire Ave Buffalo, NY",2,1,,1
"461 Dartmouth Ave, Buffalo, NY",2,1,,1
"593 Lasalle Ave, Buffalo, NY",3,1,,1
"378 Dartmouth Ave, Buffalo, NY",3,1,,1
"601 Lasalle Ave, Buffalo, NY",2,1,,1
"394 Hewitt Ave, Buffalo, NY",3,1,,1
"621 Lasalle Ave, Buffalo, NY",2,1,,1
"275 Berkshire Ave Buffalo, NY",3,1,,1
"299 Berkshire Ave Buffalo, NY",3,1,,1
"444 Hewitt Ave, Buffalo, NY",2,1,,1
"584 E Amherst St Buffalo, NY",2,1,,1
"462 Hewitt Ave, Buffalo, NY",2,1,,1
"590 E Amherst St Buffalo, NY",2,1,,1
"604 E Amherst St Buffalo, NY",2,1,,1
"382 Shirley Ave, Buffalo, NY",1,1,,1
"388 Shirley Ave, Buffalo, NY",1,1,,1
"433 Hewitt Ave, Buffalo, NY",2,1,,1
"445 Hewitt Ave, Buffalo, NY",2,1,,1
"457 Hewitt Ave, Buffalo, NY",2,1,,1
"408 Shirley Ave, Buffalo, NY",2,1,,1
"412 Shirley Ave, Buffalo, NY",1,1,,1
"428 Shirley Ave, Buffalo, NY",1,1,,1
"464 Shirley Ave, Buffalo, NY",2,1,,1
"439 Shirley Ave, Buffalo, NY",2,1,,1
"465 Shirley Ave, Buffalo, NY",1,,,1
"475 Shirley Ave, Buffalo, NY",2,1,,1
"675 Eggert Road, Buffalo, NY",1,1,,1
"681 Eggert Road, Buffalo, NY",1,1,,1
"35 E Morris Ave, Buffalo, NY",1,1,,1
"2969 Main Street, Buffalo, NY",2,1,,1
"550 Winspear Ave, Buffalo, NY",1,1,,1
"568 Winspear Ave, Buffalo, NY",1,1,,1
"570 Winspear Ave, Buffalo, NY",1,1,,1
"574 Winspear Ave, Buffalo, NY",1,1,,1
"578 Winspear Ave, Buffalo, NY",1,1,,1
"578 Winspear Ave, Buffalo, NY",1,1,,1
"580 Winspear Ave, Buffalo, NY",1,1,,1
"584 Winspear Ave, Buffalo, NY",2,1,,1
"586 Winspear Ave, Buffalo, NY",1,1,,1
"590 Winspear Ave, Buffalo, NY",1,1,,1
"596 Winspear Ave, Buffalo, NY",1,1,,1
"593 Winspear Ave, Buffalo, NY",1,1,,1
"51 Mercer Ave, Buffalo, NY",1,1,,1
"65 Mercer Ave, Buffalo, NY",1,1,,1
"426 Winspear Ave, Buffalo, NY",1,1,,1
"436 Winspear Ave, Buffalo, NY",2,1,,1
"482 Winspear Ave, Buffalo, NY",2,1,,1
"613 Highgate Ave, Buffalo, NY",1,1,,1
"488 Winspear Ave, Buffalo, NY",2,1,,1
"520 Winspear Ave, Buffalo, NY",2,1,,1
"453 Winspear Ave, Buffalo, NY",1,1,,1
"484 Highgate Ave, Buffalo, NY",2,1,,1
"518 Highgate Ave, Buffalo, NY",2,1,,1
"544 Highgate Ave, Buffalo, NY",2,1,,1
"547 Highgate Ave, Buffalo, NY",1,1,,1
"96 Rounds Ave, Buffalo, NY",1,1,,1
"104 Rounds Ave, Buffalo, NY",2,2,,0
"108 Rounds Ave, Buffalo, NY",1,1,,1
"120 Rounds Ave, Buffalo, NY",2,1,,1
"132 Rounds Ave, Buffalo, NY",2,1,,1
"158 Rounds Ave, Buffalo, NY",2,1,,1
"77 Rounds Ave, Buffalo, NY",1,1,,1
"87 Rounds Ave, Buffalo, NY",2,1,,1
"99 Rounds Ave, Buffalo, NY",2,1,,1
"123 Rounds Ave, Buffalo, NY",2,2,,0
"155 Rounds Ave, Buffalo, NY",2,1,,1
"280 Highgate Ave, Buffalo, NY",2,1,,1
"334 Highgate Ave, Buffalo, NY",2,1,,1
"344 Highgate Ave, Buffalo, NY",2,1,,1
"210 Berkshire Ave, Buffalo, NY",2,1,,1
"518 Dartmouth Ave, Buffalo, NY",2,1,,1
"163 Berkshire Ave, Buffalo, NY",2,1,,1
"540 Dartmouth Ave, Buffalo, NY",2,1,,1
"448 E Amherst Street, Buffalo, NY",1,1,,1
"470 E Amherst Street, Buffalo, NY",1,1,,1
"515 Dartmouth Ave, Buffalo, NY",2,1,,1
"500 E Amherst Street, Buffalo, NY",2,1,,1
"532 E Amherst Street, Buffalo, NY",1,1,,1
"536 E Amherst Street, Buffalo, NY",1,1,,1
"568 Eggert Rd, Buffalo, NY",3,1,,1
"564 Eggert Rd, Buffalo, NY",2,1,,1
"322 Lisbon Ave., Buffalo, NY",2,1,,1
"315 Lisbon Ave, Buffalo, NY",1,1,,1
"325 Lisbon Ave, Buffalo, NY",2,1,,1
"347 Lisbon Ave, Buffalo, NY",2,1,,1
"357 Lisbon Ave, Buffalo, NY",2,1,,1
"365 Lisbon Ave, Buffalo, NY",1,1,,1
"334 Minnesota Ave, Buffalo, NY",2,1,,1
"343 Minnesota Ave, Buffalo, NY",1,1,,1
"387 Minnesota Ave, Buffalo, NY",2,1,,1
"382 Lasalle Ave, Buffalo, NY",3,1,,1
"365 Lasalle Ave, Buffalo, NY",2,1,,1
"393 Lasalle Ave, Buffalo, NY",1,1,,1
"433 Lasalle Ave, Buffalo, NY",2,1,,1
"246 Shirley Ave, Buffalo, NY",2,1,,1
"173 Shirley Ave, Buffalo, NY",1,1,,1
"240 Stockbridge Ave Buffalo, NY",1,1,,1
"246 Stockbridge Ave Buffalo, NY",2,1,,1
"426 Dartmouth Ave, Buffalo, NY",3,2,,0
"448 Dartmouth Ave, Buffalo, NY",2,1,,1
"468 Dartmouth Ave, Buffalo, NY",3,1,,1
"476 Dartmouth Ave, Buffalo, NY",3,1,,1
"303 Stockbridge Ave Buffalo, NY",3,1,,1
"423 Dartmouth Ave, Buffalo, NY",1,1,,1
"236 Berkshire Ave Buffalo, NY",2,1,,1
"286 Berkshire Ave Buffalo, NY",1,2,,0
"296 Berkshire Ave Buffalo, NY",2,1,,1
"302 Berkshire Ave Buffalo, NY",3,1,,1
"306 Berkshire Ave Buffalo, NY",3,1,,1
"235 Berkshire Ave Buffalo, NY",2,1,,1
"283 Berkshire Ave Buffalo, NY",3,1,,1
"434 Hewitt Ave, Buffalo, NY",2,1,,1
"442 Hewitt Ave, Buffalo, NY",2,1,,1
"558 E Amherst St Buffalo, NY",3,1,,1
"387 Hewitt Ave, Buffalo, NY",2,1,,1
"469 Hewitt Ave, Buffalo, NY",2,1,,1
"418 Shirley Ave, Buffalo, NY",3,2,,0
"381 Shirley Ave, Buffalo, NY",2,1,,1
"401 Shirley Ave, Buffalo, NY",1,2,,0
"460 Shirley Ave, Buffalo, NY",2,1,,1
"445 Shirley Ave, Buffalo, NY",2,1,,1
"697 Eggert Road, Buffalo, NY",1,1,,1
"30 E Amherst St, Buffalo, NY",3,2,,0
"2939 Main Street, Buffalo, NY",3,2,,0
"2963 Main Street, Buffalo, NY",2,1,,1
"538 Winspear Ave, Buffalo, NY",1,1,,1
"600 Winspear Ave, Buffalo, NY",1,1,,1
"604 Winspear Ave, Buffalo, NY",1,1,,1
"758 Eggert Rd, Buffalo, NY",1,1,,1
"750 Eggert Rd, Buffalo, NY",1,1,,1
"744 Eggert Rd, Buffalo, NY",1,1,,1
"740 Eggert Rd, Buffalo, NY",2,1,,1
"738 Eggert Rd, Buffalo, NY",1,1,,1
"734 Eggert Rd, Buffalo, NY",1,1,,1
"730 Eggert Rd, Buffalo, NY",1,1,,1
"579 Winspear Ave, Buffalo, NY",1,1,,1
"85 Mercer Ave, Buffalo, NY",1,1,,1
"616 Highgate Ave, Buffalo, NY",1,1,,1
"424 Winspear Ave, Buffalo, NY",1,1,,1
"430 Winspear Ave, Buffalo, NY",1,1,,1
"452 Winspear Ave, Buffalo, NY",2,1,,1
"571 Highgate Ave, Buffalo, NY",2,1,,1
"466 Winspear Ave, Buffalo, NY",1,1,,1
"498 Winspear Ave, Buffalo, NY",1,1,,1
"627 Highgate Ave, Buffalo, NY",1,1,,1
"514 Winspear Ave, Buffalo, NY",2,2,,0
"433 Winspear Ave, Buffalo, NY",1,1,,1
"459 Winspear Ave, Buffalo, NY",1,1,,1
"490 lisbon, Buffalo, NY",2,1,,1
"467 Winspear Ave, Buffalo, NY",1,1,,1
"483 Winspear Ave, Buffalo, NY",1,1,,1
"497 Winspear Ave, Buffalo, NY",1,1,,1
"476 Highgate Ave, Buffalo, NY",1,1,,1
"500 Highgate Ave, Buffalo, NY",2,1,,1
"520 Highgate Ave, Buffalo, NY",2,2,,0
"544 Highgate Ave, Buffalo, NY",2,1,,1
"475 Highgate Ave, Buffalo, NY",2,1,,1
"481 Highgate Ave, Buffalo, NY",1,1,,1
"503 Highgate Ave, Buffalo, NY",2,1,,1
"124 Rounds Ave, Buffalo, NY",2,1,,1
"136 Rounds Ave, Buffalo, NY",2,1,,1
"156 Rounds Ave, Buffalo, NY",1,1,,1
"89 Rounds Ave, Buffalo, NY",1,1,,1
"95 Rounds Ave, Buffalo, NY",2,1,,1
"143 Rounds Ave, Buffalo, NY",2,1,,1
"149 Rounds Ave, Buffalo, NY",1,1,,1
"349 Hewitt Ave, Buffalo, NY",2,1,,1
"361 Hewitt Ave, Buffalo, NY",2,1,,1
"446 Stockbridge Ave, Buffalo, NY",4,3,X written on data sheet,1
"458 Stockbridge Ave, Buffalo, NY",2,1,,1
"464 Stockbridge Ave, Buffalo, NY",3,2,,0
"430 Berkshire Ave, Buffalo, NY",3,2,,0
"442 Berkshire Ave, Buffalo, NY",3,3,X Written on data sheet,1
"421 Berkshire Ave, Buffalo, NY",4,3,X Written on data sheet,1
"465 Berkshire Ave, Buffalo, NY",2,1,,1
"3288 Bailey Ave, Buffalo, NY",2,2,,0
"330 Shirley Ave, Buffalo, NY",2,2,,0
"334 Shirley Ave, Buffalo, NY",2,1,,1
"363 Shirley Ave, Buffalo, NY",2,1,,1
"336 Dartmouth Ave, Buffalo, NY",2,1,,1
"337 Dartmouth Ave, Buffalo, NY",2,1,,1
"341 Dartmouth Ave, Buffalo, NY",1,1,,1
"116 Berkshire Ave, Buffalo, NY",2,1,,1
"168 Berkshire Ave, Buffalo, NY",2,1,,1
"174 Berkshire Ave, Buffalo, NY",1,1,,1
"135 Berkshire Ave, Buffalo, NY",2,1,,1
"526 Dartmouth Ave, Buffalo, NY",1,1,,1
"183 Berkshire Ave, Buffalo, NY",3,1,,1
"187 Berkshire Ave, Buffalo, NY",2,1,,1
"209 Berkshire Ave, Buffalo, NY",2,1,,1
"476 E Amherst Street, Buffalo, NY",2,2,,0
"518 E Amherst Street, Buffalo, NY",2,1,,1
"522 E Amherst Street, Buffalo, NY",2,1,,1
"543 Dartmouth Ave, Buffalo, NY",1,1,,1
"555 Dartmouth Ave, Buffalo, NY",1,1,,1
"604 Eggert Rd, Buffalo, NY",2,1,,1
"570 Eggert Rd, Buffalo, NY",3,2,,0
"304 Lisbon Ave., Buffalo, NY",1,1,,1
"318 Lisbon Ave., Buffalo, NY",2,1,,1
"328 Lisbon Ave., Buffalo, NY",1,1,,1
"370 Lisbon Ave., Buffalo, NY",1,1,,1
"311 Lisbon Ave, Buffalo, NY",1,1,,1
"358 Minnesota Ave, Buffalo, NY",2,1,,1
"150 Berkshire Ave, Buffalo, NY",2,1,,1
"194 Berkshire Ave, Buffalo, NY",2,1,,1
"490 Dartmouth Ave, Buffalo, NY",1,1,,1
"214 Berkshire Ave, Buffalo, NY",1,1,,1
"504 Dartmouth Ave, Buffalo, NY",1,1,,1
"167 Berkshire Ave, Buffalo, NY",1,1,,1
"181 Berkshire Ave, Buffalo, NY",1,1,,1
"215 Berkshire Ave, Buffalo, NY",2,1,,1
"550 Dartmouth Ave, Buffalo, NY",2,1,,1
"534 Dartmouth Ave, Buffalo, NY",1,1,,1
"538 Dartmouth Ave, Buffalo, NY",1,1,,1
"466 E Amherst Street, Buffalo, NY",3,2,,0
"340 Lisbon Ave., Buffalo, NY",1,1,,1
"342 Lisbon Ave., Buffalo, NY",1,1,,1
"386 Lisbon Ave, Buffalo, NY",2,1,,1
"305 Lisbon Ave, Buffalo, NY",1,1,,1
"329 Lisbon Ave, Buffalo, NY",2,1,,1
"346 Minnesota Ave, Buffalo, NY",2,1,,1
"370 Minnesota Ave, Buffalo, NY",1,1,,1
"374 Minnesota Ave, Buffalo, NY",2,1,,1
"347 Minnesota Ave, Buffalo, NY",1,1,,1
"359 Minnesota Ave, Buffalo, NY",2,1,,1
"400 Lasalle Ave, Buffalo, NY",2,1,,1
"356 Lisbon Ave., Buffalo, NY",1,1,,1
"368 Lisbon Ave., Buffalo, NY",1,1,,1
"343 Lisbon Ave, Buffalo, NY",1,1,,1
"407 Minnesota Ave, Buffalo, NY",1,1,,1
"411 Minnesota Ave, Buffalo, NY",2,1,,1
"390 Lasalle Ave, Buffalo, NY",3,1,,1
"410 Lasalle Ave, Buffalo, NY",1,1,,1
"414 Lasalle Ave, Buffalo, NY",1,1,,1
"401 Minnesota Ave, Buffalo, NY",2,1,,1
"360 Lasalle Ave, Buffalo, NY",1,1,,1
"376 Lasalle Ave, Buffalo, NY",2,1,,1
"361 Lasalle Ave, Buffalo, NY",2,1,,1
"178 Shirley Ave, Buffalo, NY",2,1,,1
"198 Shirley Ave, Buffalo, NY",3,1,,1
"200 Shirley Ave, Buffalo, NY",1,1,,1
"208 Shirley Ave, Buffalo, NY",1,1,,1
"216 Shirley Ave, Buffalo, NY",2,1,,1
"191 Shirley Ave, Buffalo, NY",2,1,,1
"390 Dartmouth Ave, Buffalo, NY",2,1,,1
"312 Stockbridge Ave Buffalo, NY",1,1,,1
"377 Dartmouth Ave, Buffalo, NY",2,1,,1
"253 Stockbridge Ave Buffalo, NY",3,1,,1
"261 Stockbridge Ave Buffalo, NY",2,1,,1
"269 Stockbridge Ave Buffalo, NY",2,1,,1
"419 Dartmouth Ave, Buffalo, NY",2,1,,1
"666 Lasalle Ave, Buffalo, NY",1,1,,1
"449 Dartmouth Ave, Buffalo, NY",2,1,,1
"449 Dartmouth Ave, Buffalo, NY",2,1,,1
"581 Lasalle Ave, Buffalo, NY",2,1,,1
"459 Dartmouth Ave, Buffalo, NY",2,1,,1
"476 Dartmouth Ave, Buffalo, NY",3,1,,1
"599 Lasalle Ave, Buffalo, NY",2,1,,1
"272 Berkshire Ave Buffalo, NY",3,1,,1
"282 Berkshire Ave Buffalo, NY",4,1,Condition=5,1
"386 Hewitt Ave, Buffalo, NY",2,1,,1
"402 Hewitt Ave, Buffalo, NY",2,1,,1
"426 Hewitt Ave, Buffalo, NY",2,1,,1
"303 Berkshire Ave Buffalo, NY",2,1,,1
"466 Hewitt Ave, Buffalo, NY",1,1,,1
"651 Lasalle Ave, Buffalo, NY",1,1,,1
"389 Hewitt Ave, Buffalo, NY",2,2,,0
"395 Hewitt Ave, Buffalo, NY",2,1,,1
"390 Shirley Ave, Buffalo, NY",1,1,,1
"443 Hewitt Ave, Buffalo, NY",3,1,,1
"463 Hewitt Ave, Buffalo, NY",2,1,,1
"420 Shirley Ave, Buffalo, NY",1,1,,1
"442 Shirley Ave, Buffalo, NY",1,1,,1
"405 Shirley Ave, Buffalo, NY",1,1,,1
"447 Shirley Ave, Buffalo, NY",1,1,,1
"472 Shirley Ave, Buffalo, NY",3,1,,1
"687 Eggert Road, Buffalo, NY",2,1,,1
"717 Eggert Road, Buffalo, NY",1,1,,1
"2837 Main Street, Buffalo, NY",1,1,,1
"2827 Main Street, Buffalo, NY",4,2,,0
"583 Winspear Ave, Buffalo, NY",2,1,,1
"585 Winspear Ave, Buffalo, NY",2,1,,1
"29 Mercer Ave, Buffalo, NY",1,1,,1
"33 Mercer Ave, Buffalo, NY",1,1,,1
"49 Mercer Ave, Buffalo, NY",2,1,,1
"61 Mercer Ave, Buffalo, NY",2,1,,1
"95 Mercer Ave, Buffalo, NY",1,1,,1
"622 Highgate Ave, Buffalo, NY",1,1,,1
"624 Highgate Ave, Buffalo, NY",1,1,,1
"605 Highgate Ave, Buffalo, NY",2,1,,1
"492 Winspear Ave, Buffalo, NY",2,1,,1
"635 Highgate Ave, Buffalo, NY",1,1,,1
"524 Winspear Ave, Buffalo, NY",1,1,,1
"439 Winspear Ave, Buffalo, NY",1,1,,1
"468 Highgate Ave, Buffalo, NY",1,1,,1
"480 Highgate Ave, Buffalo, NY",2,2,,0
"498 Highgate Ave, Buffalo, NY",3,1,,1
"538 Highgate Ave, Buffalo, NY",1,1,,1
"556 Highgate Ave, Buffalo, NY",1,1,,1
"507 Highgate Ave, Buffalo, NY",2,1,,1
"517 Highgate Ave, Buffalo, NY",1,1,,1
"533 Highgate Ave, Buffalo, NY",1,1,,1
"142 Rounds Ave, Buffalo, NY",1,1,,1
"105 Rounds Ave, Buffalo, NY",1,1,,1
"107 Rounds Ave, Buffalo, NY",3,1,,1
"115 Rounds Ave, Buffalo, NY",1,1,,1
"117 Rounds Ave, Buffalo, NY",2,2,,0
"125 Rounds Ave, Buffalo, NY",1,1,,1
"366 Hewitt Ave, Buffalo, NY",2,,,1
"436 Stockbridge Ave, Buffalo, NY",3,1,,1
"3172 Bailey Ave, Buffalo, NY",3,2,,0
"3304 Bailey Ave, Buffalo, NY",3,1,,1
"3301 Bailey Ave, Buffalo, NY",4,3,X Written on data sheet,1
"3259 Bailey Ave, Buffalo, NY",4,3,X Written on data sheet,1
"320 Shirley Ave, Buffalo, NY",2,2,,0
"352 Shirley Ave, Buffalo, NY",2,1,,1
"347 Dartmouth Ave, Buffalo, NY",3,2,,0
"371 Lasalle Ave, Buffalo, NY",2,1,,1
"399 Lasalle Ave, Buffalo, NY",1,1,,1
"190 Shirley Ave, Buffalo, NY",1,1,,1
"222 Shirley Ave, Buffalo, NY",3,1,,1
"232 Shirley Ave, Buffalo, NY",3,1,,1
"203 Shirley Ave, Buffalo, NY",2,1,,1
"245 Shirley Ave, Buffalo, NY",2,1,,1
"257 Shirley Ave, Buffalo, NY",1,1,,1
"578 Lasalle Ave, Buffalo, Ny",1,1,,1
"596 Lasalle Ave, Buffalo, NY",3,1,,1
"250 Stockbridge Ave Buffalo, NY",3,1,,1
"600 Lasalle Ave, Buffalo, NY",2,2,,0
"416 Dartmouth Ave, Buffalo, NY",2,1,,1
"258 Stockbridge Ave Buffalo, NY",2,1,,1
"I430 Dartmouth Ave, Buffalo, NY",3,1,,1
"268 Stockbridge Ave Buffalo, NY",3,1,,1
"618 Lasalle Ave, Buffalo, NY",1,1,,1
"620 Lasalle Ave, Buffalo, NY",4,3,Lot written on data sheet,1
"320 Stockbridge Ave Buffalo, NY",3,1,,1
"632 Lasalle Ave, Buffalo, NY",3,1,,1
"472 Dartmouth Ave, Buffalo, NY",2,1,,1
"638 Lasalle Ave, Buffalo, NY",1,1,,1
"389 Dartmouth Ave, Buffalo, NY",2,1,,1
"395 Dartmouth Ave, Buffalo, NY",2,1,,1
"403 Dartmouth Ave, Buffalo, NY",1,1,,1
"281 Stockbridge Ave Buffalo, NY",3,1,,1
"291 Stockbridge Ave Buffalo, NY",3,1,,1
"415 Dartmouth Ave, Buffalo, NY",1,1,,1
"252 Berkshire Ave Buffalo, NY",3,1,,1
"455 Dartmouth Ave, Buffalo, NY",2,1,,1
"300 Berkshire Ave Buffalo, NY",3,1,,1
"396 Hewitt Ave, Buffalo, NY",2,1,,1
"406 Hewitt Ave, Buffalo, NY",1,1,,1
"619 Lasalle Ave, Buffalo, NY",2,1,,1
"257 Berkshire Ave Buffalo, NY",3,1,,1
"267 Berkshire Ave Buffalo, NY",2,1,,1
"281 Berkshire Ave Buffalo, NY",3,1,,1
"287 Berkshire Ave Buffalo, NY",3,1,,1
"631 Lasalle Ave, Buffalo, NY",1,1,,1
"570 E Amherst St Buffalo, NY",3,1,,1
"474 Hewitt Ave, Buffalo, NY",2,1,,1
"665 Lasalle Ave, Buffalo, NY",3,1,,1
"598 E Amherst St Buffalo, NY",2,1,,1
"616 E Amherst St Buffalo, NY",3,1,,1
"626 E Amherst St Buffalo, NY",1,2,,0
"378 Shirley Ave, Buffalo, NY",3,2,,0
"427 Hewitt Ave, Buffalo, NY",2,1,,1
"396 Shirley Ave, Buffalo, NY",2,1,,1
"449 Hewitt Ave, Buffalo, NY",1,1,,1
"461 Hewitt Ave, Buffalo, NY",3,1,,1
"467 Hewitt Ave, Buffalo, NY",2,1,,1
"377 Shirley Ave, Buffalo, NY",1,1,,1
"436 Shirley Ave, Buffalo, NY",1,1,,1
"448 Shirley Ave, Buffalo, NY",2,1,,1
"415 Shirley Ave, Buffalo, NY",1,1,,1
"456 Shirley Ave, Buffalo, NY",1,1,,1
"476 Shirley Ave, Buffalo, NY",3,1,,1
"457 Shirley Ave, Buffalo, NY",2,1,,1
"701 Eggert Road, Buffalo, NY",1,1,,1
"718 Eggert Road, Buffalo, NY",1,1,,1
"710 Eggert Road, Buffalo, NY",2,1,,1
"706 Eggert Road, Buffalo, NY",1,1,,1
"702 Eggert Road, Buffalo, NY",1,1,,1
"3 William Price Parkway, Buffalo, NY",4,2,,0
"2813 Main Street, Buffalo, NY",1,1,,1
"562 Winspear Ave, Buffalo, NY",1,1,,1
"589 Winspear Ave, Buffalo, NY",1,1,,1
"638 Highgate Ave, Buffalo, NY",1,1,,1
"434 Winspear Ave, Buffalo, NY",2,1,,1
"563 Highgate Ave, Buffalo, NY",1,1,,1
"591 Highgate Ave, Buffalo, NY",1,1,,1
"611 Highgate Ave, Buffalo, NY",1,1,,1
"478 Winspear Ave, Buffalo, NY",2,1,,1
"484 Winspear Ave, Buffalo, NY",2,1,,1
"617 Highgate Ave, Buffalo, NY",1,1,,1
"516 Winspear Ave, Buffalo, NY",2,1,,1
"445 Winspear Ave, Buffalo, NY",1,1,,1
"484 lisbon, Buffalo, NY",3,1,,1
"461 Winspear Ave, Buffalo, NY",1,1,,1
"477 Winspear Ave, Buffalo, NY",1,1,,1
"501 Winspear Ave, Buffalo, NY",2,1,,1
"507 Winspear Ave, Buffalo, NY",1,1,,1
"509 Winspear Ave, Buffalo, NY",2,1,,1
"515 Winspear Ave, Buffalo, NY",1,1,,1
"462 Highgate Ave, Buffalo, NY",2,1,,1
"488 Highgate Ave, Buffalo, NY",1,1,,1
"510 Highgate Ave, Buffalo, NY",2,1,,1
"528 Highgate Ave, Buffalo, NY",1,1,,1
"491 Highgate Ave, Buffalo, NY",2,1,,1
"493 Highgate Ave, Buffalo, NY",2,1,,1
"499 Highgate Ave, Buffalo, NY",1,1,,1
"515 Highgate Ave, Buffalo, NY",2,1,,1
"531 Highgate Ave, Buffalo, NY",1,1,,1
"92 Rounds Ave, Buffalo, NY",1,1,,1
"146 Rounds Ave, Buffalo, NY",1,1,,1
"172 Rounds Ave, Buffalo, NY",1,1,,1
"129 Rounds Ave, Buffalo, NY",1,2,,0
"135 Rounds Ave, Buffalo, NY",2,2,,0
"157 Rounds Ave, Buffalo, NY",2,1,,1
"2727 Main Street, Buffalo, NY",2,1,,1
"2735 Main Street, Buffalo, NY",4,2,,0
"27 E Morris Ave, Buffalo, NY",1,1,,1
"3011 Main Street, Buffalo, NY",4,2,,0
"532 Winspear Ave, Buffalo, NY",1,1,,1
"552 Winspear Ave, Buffalo, NY",1,1,,1
"554 Winspear Ave, Buffalo, NY",1,1,,1
"21 Mercer Ave, Buffalo, NY",1,1,,1
"105 Mercer Ave, Buffalo, NY",1,1,,1
